SampleID,CM1,ADT-1,ADT-2,PAL-1,PAL-2,PAL-3,PAL-4,PAL-5,GS2,NADH-GOGAT,C4H,4CL-1,4CL-2,4CL-3,HCT-1,HCT-2,HCT-3,HCT-4,C3H-1,C3H-2,C3H-3,CPR,CCoAOMT-1,CCoAOMT-2,CCoAOMT-3,CCoAOMT-4,CCoAOMT-5,SAMSyn-1,SAMSyn-2,SAMSyn-3,SAMSyn-4,ALS-1,ALS-2,IPMI,BCAT-1,BCAT-2,BCKDH-E1a-1,BCKDH-E1a-2,BCKDH-E1a-3,BCKDH-E1a-4,BCKDH-E3-1,BCKDH-E3-2,BCKDH-E3-3,PDH-E1a,PDH-E1b,PDH-E3,BCCP,KasI-1,KasI-2,KasI-3,KasI-4,KasI-5,KasIII,KR-1,KR-2,DH,ENR,ACL-1,ACL-2,ACS1-1,ACS1-2,ACS2,FatA,CS-1,CS-2,CS-3,CS-4,CS-5,CS-6,CS-7,MYB108,MYB31p-1,MYB31p-2,MYB37,MYB48,Capsaicinoids content (mg/kg DW)
pep299,1.298372809,0.0,0.602582873,1.086360622,0.721615465,0.76584661,0.724963397,0.848072777,0.805413077,0.670118187,1.01405811,1.035058773,1.061081334,1.150642515,0.905235909,0.886096632,0.766742062,0.814258665,0.661681078,1.152737775,1.364785204,0.705479715,0.973379937,0.77424207,1.029127007,1.389699263,1.050523335,0.837915248,1.259837954,0.782189003,0.706807675,0.504285032,0.784479693,0.480775823,1.032401252,0.9072719,0.972801658,1.131730705,0.923993938,1.000850599,0.732996831,0.968899476,0.599262173,0.745215982,1.151927223,0.994952472,1.18348909,0.734648371,0.927308231,0.986223821,0.85272464,0.911013895,1.034566995,0.959598953,1.109693624,0.958299827,0.700115015,0.830796487,1.107949176,0.681739835,0.966764168,0.645441206,0.955536582,1.112136493,0.922033236,0.876844166,0.635597646,0.5502382,0.988432815,0.955980303,1.212170773,1.089799861,0.911398346,1.038916103,0.88549913,1
pep300,1.056306273,0.776390614,0.709874902,0.987889501,0.944471876,0.897816994,0.813472017,0.847903428,0.879344952,0.905228405,1.19872029,1.121557857,0.9312297,0.913155985,1.000969035,1.092808204,0.957522193,0.920642387,0.871431006,1.304457073,1.220165661,0.843127401,1.08918528,0.992155201,1.111536383,1.062490565,0.979737922,1.017048194,1.174635638,0.884035275,0.972007071,0.908658496,0.964983273,0.505967598,1.009607565,1.108663365,0.953479516,1.183722165,0.972936175,1.061127099,0.967772535,0.790188889,1.334239064,0.7019668,1.007815581,0.971962271,1.018801221,0.946279442,0.988999752,0.919119201,0.939604303,1.054825939,1.011574852,0.935053248,1.192136697,1.04087963,0.914372392,1.210640878,0.938854396,0.900592621,1.240705301,0.894815421,0.92950102,0.949450475,1.032728052,0.901639568,0.793346286,0.874966279,0.94740138,0.856551697,1.031695713,0.838659129,0.869399442,1.052459352,1.374695046,1
pep298,1.153733568,0.692410155,0.757808438,0.938160262,0.940071432,1.359491382,0.954859285,1.03829038,0.990539591,0.925409251,0.981539784,0.962105606,0.9031427,0.972468841,0.883637388,0.91650429,0.876755042,0.962158958,0.779540288,1.058273486,1.34948501,0.908495636,0.858985432,0.797456911,1.14238748,0.940685567,0.887804733,1.045337522,1.20155905,1.021676719,0.940941654,0.942865865,0.947426827,0.658330394,0.814542437,1.000210442,0.849928716,1.067652682,0.893502675,1.041799724,0.841655675,0.962110349,0.973117359,0.792341094,1.19630689,1.018312017,0.92551951,1.094262045,0.870814055,0.93873883,0.963071862,1.45487203,1.029552588,1.071114602,0.91098063,0.900833173,0.949354595,0.938768469,1.000586274,0.917385183,0.932897432,0.993165671,0.859119404,1.070764853,1.088159817,1.030669413,0.617739378,0.746598693,1.044046416,0.978740608,0.959544734,0.916263616,0.797350208,1.128830268,0.868991805,1
pep297,1.102093418,0.67229267,0.624068133,0.968034303,0.810971516,0.899513295,0.865829099,0.87249458,0.908438831,0.864353287,1.008583226,0.890431374,0.985314279,1.042890646,0.929269328,1.077385727,0.885775731,1.208613692,0.835185725,1.132074182,1.128205099,0.856659139,1.279160756,0.923325535,0.975726134,1.095988606,0.760733666,0.986155283,1.055231169,0.704970209,0.817555909,0.847673366,0.791499832,0.820972055,0.794592782,1.067547366,0.915002372,1.063494095,0.919059118,1.014207298,0.903827207,0.916786321,0.807389718,0.926308437,1.181761788,0.99395948,1.24191793,1.007246423,1.022799213,0.937619135,0.943933619,1.301066257,1.056090708,0.892200263,1.021095194,1.24129239,0.983927664,0.905320395,1.102623969,0.833837337,0.967348525,0.851492638,1.001760201,1.338853535,1.044746416,0.838751305,1.238975573,0.860744845,0.962317558,0.95784726,0.881376096,1.118365579,1.188781743,1.05547791,1.022103009,1
pep303,1.147498004,0.69595834,0.599754415,0.762847005,0.629490573,1.124435219,0.844648888,0.905542498,1.081060737,0.811892023,1.069663544,0.968029421,0.891163637,1.038778151,0.904642142,0.9002831,0.858281112,0.773192562,0.886159218,0.898970385,1.088048868,0.971488107,1.077409292,0.839562729,1.086079796,1.074831442,1.209562809,0.872369615,1.327976742,0.944833657,0.807097443,0.650428127,0.802488302,0.540628578,1.116306392,0.949459878,0.753631163,1.074366624,1.135527413,0.942191148,0.818031038,0.867568934,0.897560071,0.9390948,0.991228846,0.992009643,0.9245427,0.87580268,0.750852014,1.022174019,0.894813862,0.905425379,0.872431834,0.750887394,0.949478178,1.241344898,0.838872212,0.974578354,0.920957135,0.651235763,1.279128143,0.797930401,0.972239624,0.957530145,1.068461849,1.067495613,0.932510487,0.81514453,1.040966822,0.474088831,1.020073187,1.017983336,1.160198152,1.018001636,0.991979143,1
pep304,0.987726405,0.587553533,0.70540975,0.967970053,1.013787106,0.683570273,0.893937826,0.860421853,1.000295334,0.864636058,0.877263469,1.015563786,0.838799928,0.957173126,0.852647271,0.870478399,0.889444077,0.871743948,0.951458275,1.253208463,1.136423633,0.965830785,0.948155218,0.818847076,1.24520814,1.246658491,1.156162442,0.914474327,0.998062495,1.036818445,0.741793675,0.659159931,1.130764926,0.963022485,1.081786341,0.84977581,1.1101138,1.103312356,1.070847888,1.026003973,0.992835383,0.846971018,0.676291616,0.727031676,1.011898141,1.403881209,1.105863336,0.974494292,0.867274761,1.091855753,0.956570762,1.129794126,1.189790699,1.008150621,1.005644087,0.997195793,0.920226606,1.15981873,1.37261679,0.803276857,1.336498373,0.828008849,1.010043095,1.095089802,1.104207129,1.310064558,0.781109881,0.901293678,1.09622552,0.739943308,1.234213544,0.958793074,0.803709623,1.025398101,1.026387614,0
pep305,1.139309056,0.547247586,0.754675014,1.083251367,0.910765346,0.991231575,0.825111736,0.896456223,0.912685203,0.848870645,1.045713582,1.071577343,1.04036487,0.978233548,0.954500453,0.934560823,0.839068079,0.882816092,0.927983832,1.106870455,1.306589413,0.87388257,1.199464591,0.959079071,0.875632491,0.959802916,1.147870437,1.063137499,0.893094052,0.90941553,0.606079119,0.886825744,0.74151673,0.749480106,0.907246145,0.908453988,1.083348167,1.126864937,1.192258403,0.921654218,0.849787014,1.003891879,0.679048762,0.67495199,0.93170201,0.935112581,1.200034633,1.058095319,0.972695539,0.927284725,0.888330439,1.331703516,0.988547001,0.93415319,0.990709933,1.065652136,0.801721741,0.956581643,1.150419492,0.947635214,0.970571327,0.990230238,1.006711972,0.966866056,1.022572039,1.411036115,1.527335383,1.136889067,0.842973402,1.140771804,0.874804317,0.909850052,1.086703884,0.933987555,1.03979913,1
pep51,0.986423473,0.72497987,0.846411072,0.772151614,0.720915148,0.790742343,0.967013266,0.860566815,1.028572168,0.851330666,0.972850349,1.240728628,0.877202774,1.061571833,0.97654617,0.908453221,0.670439626,0.975944493,0.844995362,0.969618718,1.174951182,0.947273634,1.104736028,0.954175223,1.062007437,0.904203367,1.346005757,0.820013517,0.973744697,0.893799256,0.846609816,0.813962716,1.028578974,0.834715126,1.10472786,0.995458156,0.946323475,1.102032565,1.267858541,0.805397668,0.920151889,0.860919381,0.84493955,0.844586983,0.879687074,1.008226775,1.043362258,0.989446832,1.198522761,1.073432492,0.910179298,1.404248629,0.973518728,0.957854709,1.027198656,1.162970732,0.955352713,1.12688509,0.949914479,0.787502544,1.136540507,0.687194014,1.09430197,1.257409509,1.161787797,0.818635922,1.330935247,0.912517943,1.123562254,0.746093014,1.030467042,0.940023563,1.14508922,1.135503227,1.035078991,1
pep52,1.111364896,1.342366889,0.845248218,0.94659387,1.302286474,0.877899832,0.829258049,0.859355367,0.981999442,0.890404522,1.119676685,1.021797577,0.709789632,0.96878905,0.763383375,0.958895456,0.771209779,0.921920128,0.850425659,1.230131054,0.93809791,1.101195906,0.896525194,0.891528481,1.037648326,0.962399868,1.282785009,1.070768113,0.916513765,1.149536474,0.957239639,0.682578806,1.186260504,1.001397634,0.989350789,0.881042786,1.040398842,0.975155857,1.373235315,0.812827248,0.96520202,0.970255533,1.079047199,1.069115739,1.019716618,1.068108823,1.035546712,1.095402267,0.83290188,1.006275582,0.951260108,1.358730563,1.083997439,0.741005745,0.960962646,0.90341181,1.061010496,1.17695729,0.872612232,0.867560441,0.908924889,0.826342296,0.990629658,1.292950556,0.986125216,0.750658368,0.782218726,0.869985645,1.029460465,1.074590951,0.949478641,0.781437291,1.001428616,1.058056876,0.924543273,1
pep290,0.883339134,0.504359683,0.521465842,1.028267565,1.195476049,0.906253452,1.075913479,1.076820929,0.860750262,0.762063809,1.123509506,1.023440497,1.139292497,1.167140782,1.336366087,0.815330216,1.134740991,0.993639531,0.770150098,1.150307809,1.258028385,0.644076212,0.727072319,0.427718106,0.883994779,1.225557328,1.080638399,0.922124337,1.314461367,0.915427731,0.835355895,0.529248063,0.642912204,0.722687099,0.688066192,1.280624383,0.891159363,1.108146983,1.046839423,0.893487378,0.728326597,0.743102365,0.848259749,0.899357302,1.075124804,0.961534304,0.970592183,0.775179085,0.595848294,0.86112322,0.921943797,1.020998457,0.83105857,1.179282092,0.887961906,0.968097881,0.798240686,0.927383751,0.798789432,0.730502578,0.618508431,0.736942627,0.995960419,1.132895207,1.102854313,0.879426643,0.572126297,0.691634231,1.090446943,0.854122546,1.046138643,1.147312271,0.904400542,0.855467094,1.117076583,0
pep287,1.174968106,0.631458402,0.436739727,0.97697431,0.830795356,0.979716947,0.759865684,0.794866303,0.953198534,0.746181514,1.281193653,0.866625422,1.009471227,1.165523332,0.95943304,0.882343956,0.488423155,0.815481305,0.765907336,1.129194916,1.068037701,0.726552973,0.536121482,0.908461299,0.90706694,0.805823196,1.190222423,1.0203462,1.312309865,0.894256591,0.926751802,0.844587047,0.845723697,0.553657631,1.172981529,1.131969979,1.140713307,1.223770656,0.916293259,0.89257039,0.588977399,0.66605795,0.90355459,0.699452582,1.226909243,0.893978402,1.056137012,0.897608513,0.726006835,1.007145021,0.923949431,1.253031706,0.993269703,1.029888255,0.960305155,1.048837537,0.930311939,1.090509572,0.87029308,0.67465109,1.167467242,0.747444458,1.114643752,1.114269988,1.035499823,1.182769346,0.509891498,0.736893755,1.294806142,0.776130356,1.103848993,0.944579794,0.787766509,1.080663728,0.886880315,0
pep291,1.150454216,0.0,0.527608831,0.935706645,0.973491123,1.031426316,0.878327898,1.25487646,1.299295167,0.813230067,1.226046897,1.015502873,1.207992563,1.088349984,1.054788464,1.120060993,0.845068327,1.201690477,1.108858723,1.173967338,1.212090429,0.909126594,0.538386217,1.107068603,0.940649965,1.156482392,1.233591283,0.963945253,1.292863675,1.063376728,0.795686889,0.636064237,0.901336336,0.917908967,0.987309557,1.330630899,0.798965181,1.303349897,1.199361164,0.700568956,0.893341184,0.849211484,0.832518074,0.870231378,0.879550788,0.883079266,0.78164415,0.704789758,0.617270131,0.883225926,0.90246217,1.221750608,1.04668763,1.019385061,0.90692453,0.663722674,0.765479148,0.75213736,1.037631347,0.816488949,0.747927343,0.874572959,0.986121176,0.984132633,0.803556947,0.828226099,0.820000173,1.138585503,1.113411667,0.774030747,0.82584718,1.043087979,1.101072778,1.03829779,1.400473627,1
pep288,1.177355588,0.561738527,0.508735843,0.975241298,0.909378984,0.82515049,0.725104513,0.857733758,0.96644552,0.891018131,0.859082693,0.916061857,0.76353423,1.067799942,0.677205617,0.777915406,0.797309803,1.047834433,0.843622156,0.934146743,1.13257224,0.834685731,0.806350647,0.941568014,0.898438337,1.011574093,1.208553694,1.169172478,0.97001391,0.901739284,0.912133325,0.862292006,0.979479893,0.606552774,0.826993821,0.929536285,1.066031197,0.974088417,1.172987,0.938856293,0.904217658,0.905834035,0.6054553,0.918112962,1.058070779,1.044604875,1.097485026,1.163365453,0.758158736,0.977528946,0.951535851,1.425597897,1.14309947,1.127170109,0.993800335,1.246123545,0.958245362,1.004357399,1.097144063,0.890477918,1.167116045,0.954182576,0.991231393,1.216150774,0.695850961,0.97142571,1.160190236,0.738118641,1.125294813,1.257993316,0.998936089,0.908984746,0.906888889,0.978872553,1.054036761,0
pep289,1.212040099,0.589939096,0.680665837,1.151819102,0.807456833,0.943325971,0.816274135,0.968716292,0.955749471,0.914177961,1.231426544,1.130899511,0.936006506,1.277215915,0.940118437,0.822999022,0.694161172,0.85127225,1.22257621,1.064479863,0.978972199,0.974605124,1.030721023,0.945362573,1.142980159,0.97585465,0.988483176,0.861493986,1.111030113,0.963326359,0.956946601,0.914634716,1.25374032,0.884934272,1.121871487,1.09179516,0.936409726,1.036416219,1.139745288,1.080159876,0.88389319,0.758069238,0.700417913,0.77760148,1.092676776,1.014798396,1.020302233,0.850361018,0.926320118,1.028858694,0.824064023,0.887492554,1.133736857,0.910994347,1.079975351,1.174907425,0.912144776,1.1622527,1.152217766,0.873621336,1.032808882,0.87893837,0.90792008,1.005852383,1.180932941,1.073974893,1.325682028,1.149814394,1.014219764,0.71740782,0.976286345,0.934155568,0.997429189,0.894239082,0.893094348,1
pep296,1.053302324,0.653042244,0.652631901,1.103679335,0.683551105,0.896311259,0.749778661,0.835920222,0.912816708,0.817694622,1.135608525,1.054366396,0.930369768,1.005896483,0.9679791,0.890579384,0.87074298,0.900960251,0.673995628,1.167033311,1.01271712,0.89462403,0.77094486,1.165108576,0.75360579,1.04861806,0.785680776,1.026833406,1.085984007,1.043341207,0.935837095,0.798809416,1.010139834,1.02080994,0.936434386,0.863695419,0.952230846,1.146069345,0.793699523,1.103452411,0.823568765,0.908137146,0.664363727,0.738514792,1.059823141,0.885343683,0.943571305,0.926251048,0.978365845,0.952060359,0.882527716,0.642298065,0.950558902,1.081131607,1.075590207,1.013899944,0.929970006,0.873135671,0.944888167,0.7695163,0.982242357,0.81218144,0.914802582,1.001563773,0.885726984,0.657012817,0.647255108,1.051343493,1.172500638,0.808350784,1.253993206,0.861805958,1.069357454,1.031701091,1.0167747,0
pep293,0.92347044,0.389987514,0.533296538,1.28469626,0.939787554,0.769397948,1.113083368,1.019378947,0.893264689,0.919246847,1.241151988,0.857090896,1.050484067,1.010596985,1.0289137,0.956472015,0.905215251,1.028003474,0.706992273,0.962782071,0.690340385,0.954058016,0.865235881,0.917455348,0.856667451,0.752899875,0.982001773,0.901614158,1.007346954,0.816137963,1.08759523,0.866459167,0.982260545,0.450250629,0.718713016,1.047726245,0.941868587,1.160299307,1.112692496,0.95327808,1.043958669,0.838853803,0.527102296,1.091143845,1.097783247,1.030871682,0.978558115,0.972933896,0.906545303,0.902537051,0.938935235,1.244014766,1.01271964,0.861754221,0.895365629,0.849959284,0.977457882,0.875751434,0.881221838,0.859656901,0.91637864,0.884327102,0.879576917,0.924507338,1.090772878,0.78906824,0.841640578,0.714529234,1.407433814,0.948363222,1.086332133,1.008561191,1.452831111,1.118213568,1.284622066,1
pep294,1.035154605,0.58317343,0.643588055,1.028964319,0.966673914,0.942304521,0.851585434,0.979380068,0.960508834,0.824355109,1.060929257,1.109021076,0.863732845,1.026348099,0.922673943,0.848155255,0.733198059,0.788488421,0.681488063,1.084644332,1.013411935,0.922783171,1.214142503,0.98133987,1.169653107,1.183201577,1.076504747,0.908397636,1.073648015,0.792264138,0.938838634,0.851972983,0.691895179,0.717452425,0.778084456,0.94132462,0.951705479,1.14280823,0.954609473,1.029627039,1.032035306,0.856164607,0.841535409,0.694169011,0.939930913,1.010360904,0.999043205,0.901819801,0.977368803,0.904543149,1.003895448,1.266130819,0.958066959,0.865719954,0.917122221,0.889640882,0.905237377,1.27956376,0.964297155,0.866023482,1.104315871,0.780499025,0.833565968,0.822710387,0.933959084,1.047139225,0.813438612,1.013645095,0.86456991,0.840215221,0.813457517,1.077061389,0.94393769,0.852749132,0.994461931,1
pep295,1.076529989,0.717901073,0.815458018,0.869319785,1.002422421,0.896503333,0.829829367,0.85156273,0.953126513,0.910047206,0.945938207,1.024435821,0.954286665,1.142749159,0.977348622,0.895400031,0.85374512,1.079193495,0.976471666,0.987954217,1.157677423,0.926367231,0.931739511,1.119861961,1.051503565,0.987390986,0.943086255,1.005909192,0.982937773,1.080677899,0.863163192,0.977966598,1.00337623,0.608466789,0.972999634,0.906693084,0.992713786,1.001938148,0.990708261,1.081530642,1.151255532,0.886801014,1.60950482,0.881432945,1.014865098,0.991384139,0.989709183,1.004068952,0.828801865,0.973361786,0.995660486,1.384949193,0.9617329,1.239982903,1.065644358,0.897263432,0.883521639,1.113355849,1.046705044,0.947777394,1.150129069,0.978723539,1.017527551,1.031676766,0.945876093,1.196535127,1.182280635,0.790134712,1.118072254,1.027423579,1.000423213,1.003234106,1.052231028,1.185270498,1.132516244,1
pep311,1.059191489,0.0,0.0,1.034914263,0.713741676,0.936854615,0.920616476,0.897066647,0.938188678,0.785800683,1.01897493,0.923655845,0.824523212,0.875185905,0.842581351,0.767718398,0.539140933,0.891024127,0.651710777,0.880141857,1.093057667,0.86283677,1.028785724,1.046219087,1.034274396,0.954511328,1.151671917,0.829750806,1.078514271,1.043333648,0.761971666,0.665104224,0.9195616,0.0,0.841840373,0.942580219,1.185912358,0.951677199,1.016756522,0.922579842,0.667625964,0.796557696,0.795545076,0.761185414,0.855596008,1.00098772,1.075070457,0.96008602,0.696459225,1.227639547,0.869857199,0.906282847,1.004119145,1.12053272,0.85679425,1.09955745,0.904751089,1.578766671,1.107121164,0.802813001,0.998493143,0.819132633,0.851429326,0.975317576,0.976520345,1.263120484,1.19160778,0.779217898,1.048215653,1.014652808,0.810162419,0.976615419,0.952984098,0.958622173,0.969727792,1
pep306,1.063698092,0.640115682,0.642788527,1.302700794,0.987330217,0.933842014,1.125984603,0.831979557,0.948350846,0.969467412,0.943072487,0.772957768,0.952025811,1.075177074,0.878733194,0.888699599,1.013437032,1.112294692,0.807945879,1.020480063,0.986112014,0.782798908,0.967862453,1.128115676,1.004779647,1.050006616,1.210792216,0.741639924,0.912258835,0.882171721,1.020628815,0.779066008,0.854071625,1.001460121,0.697275719,1.023982789,1.135373223,1.158301436,1.127746144,0.727727667,0.850196236,0.998057608,0.711244344,0.934732962,1.162394474,0.914812678,0.847075569,0.864794319,0.932285595,0.995334657,1.000094732,1.231720884,0.906554575,0.720377737,1.185747022,0.895130397,0.8332463,0.945936361,0.884063224,0.867313713,0.743644166,0.896268744,1.147113696,1.137029855,0.663145673,0.934822214,1.071652427,0.91686546,0.692416998,0.972057268,0.898725506,0.996581045,1.037508289,0.883643586,1.207532191,1
pep308,1.211125919,0.627579014,0.647500212,0.657219011,0.765280198,1.158600725,0.601923703,0.748690714,0.808875508,0.802356937,1.089985247,0.912205439,0.57346262,1.148667983,0.609743759,0.608885759,0.0,0.517541084,0.700281691,1.068305706,1.083827705,0.831375162,0.988315601,1.036920739,1.057189593,1.025309883,0.634469756,0.757885799,0.923929952,1.10944513,1.092207132,0.917074867,1.342377618,0.48393423,0.776423054,0.6284905,0.999788286,0.872797615,1.044477823,1.103760045,0.97546566,0.918334009,1.035641539,0.993276401,1.184200322,1.18318855,1.2502262,0.920263952,0.95016692,0.89011807,1.078242905,1.365980415,1.182506608,1.165166095,1.246475515,1.259300942,1.01317977,0.914725953,0.932460922,1.006213256,1.063242393,0.992647944,0.975554803,1.352838531,1.043015881,1.202229463,0.735317059,1.344728761,1.45012012,1.097526732,0.60364416,0.855626474,1.511000227,0.843968818,0.640772155,0
pep307,0.895345183,0.520841545,0.387184335,0.834253277,0.721125949,0.826107767,0.819166084,0.87840942,0.868724401,0.880876108,0.989788885,1.042562809,0.970741795,0.939625182,0.882595034,0.69936909,0.725539595,0.75503683,0.801494135,0.98236104,1.26566205,0.810903663,0.946804158,1.19860657,0.856708123,1.052111241,1.106161916,0.845173377,0.96606539,0.887048037,0.909456582,0.813468741,0.732918823,0.615565368,0.929626472,0.996294181,1.0405082,1.055560668,0.97342957,0.997914717,0.787758931,0.889618902,0.620872624,0.761962307,0.862640444,1.021400919,0.859268571,0.685761215,0.738973842,0.958886414,0.905093867,1.111217989,1.01387237,0.996365947,1.008782728,1.196962883,0.960912084,0.96397374,0.934901318,0.817893963,0.932822401,0.697248503,0.980071454,0.911387335,1.025327247,1.054728407,0.470460227,0.618426772,1.056930021,0.852525982,1.023739121,0.945835308,0.897187964,1.018828896,0.982163104,1
pep309,0.95989196,0.450782442,0.370051598,0.800377898,0.780270585,0.730522516,0.716398585,0.886802645,1.016050968,0.824657833,1.226787142,1.02947603,0.965560427,1.068151208,0.970720186,0.7921889,0.620269616,0.741425838,0.788414767,1.064134832,1.176768974,0.715481699,0.816233861,0.838434146,1.005095565,0.967196773,1.257055304,0.666549987,1.04398876,0.996252513,0.719341828,0.594962574,0.436690003,0.591064897,0.843579371,1.088994937,0.877318863,1.258496645,0.98048618,0.930258472,0.74059858,0.919719726,0.720735932,0.754949008,0.857279378,0.968937283,0.804606235,0.837983576,0.890301834,0.920809816,0.84658923,0.884362055,0.989101524,1.066057024,0.926024079,0.969531988,0.764925753,1.641917589,0.81785325,0.827498123,0.736653666,0.734245779,0.852606526,1.010137836,0.9398876,0.961134662,0.945884305,0.647200891,1.076799254,0.971466292,0.94282842,0.918756813,1.066202369,0.925189555,1.096251302,0
pep310,1.017680666,0.474107607,0.814133743,0.874808736,0.839170113,0.871611749,0.795462487,0.995629237,0.854378385,0.724442456,0.968806168,1.201763362,0.914976841,1.080760928,0.958394631,0.824492582,0.629440007,0.76854406,0.767171413,1.105843723,1.061976749,0.837468734,0.835217795,1.226424576,1.099162422,1.047737109,1.277464694,0.944604175,0.939932911,0.718552874,0.832609264,0.787575416,0.843517664,0.69405979,1.064090926,0.897699562,0.915375837,1.131961649,1.007272894,0.860086035,0.97227417,0.901986887,0.704443724,0.904398429,0.876074733,1.019799862,0.927581601,0.812725964,0.749128765,1.020976775,0.922766046,1.34479213,0.851596705,0.960325621,1.219122196,1.188630371,0.933178837,1.050400847,0.981236524,0.69597196,1.316686752,0.875827556,0.975551458,1.034225198,1.015999363,1.23026648,0.699714743,0.985161239,1.200642911,0.948142442,0.903427288,0.889353269,0.695265561,1.071489918,0.96607844,0
pep50,1.056249798,1.007656612,0.554978278,0.907430851,0.895987957,0.859174904,0.694115589,0.846658974,1.066703175,0.999301734,1.059059778,1.076778081,0.804220677,1.156848743,0.612325955,0.770618275,0.729765745,0.750271827,0.800826079,1.154015506,1.165813612,1.002409837,1.275030671,0.667629051,0.710636109,1.13159276,1.04047776,0.981032641,1.033952857,0.968724975,0.94555269,1.07962189,0.996528756,0.881725568,0.991145606,0.79226928,1.043139734,0.840201731,1.18724261,1.099866848,1.053497964,0.932181503,0.748177557,0.719586178,1.056917935,1.09429552,0.949865976,1.073278822,0.817003017,1.04284901,0.970295941,1.152239447,1.075572898,1.098820242,0.948964203,1.066068868,1.058816627,0.990755507,0.971579355,0.950026667,0.983389091,0.985424158,1.055101703,1.091398853,0.97433119,0.879240143,0.791574714,1.064451385,1.01982473,1.076598361,0.88032375,1.055588005,1.003276723,1.024694092,0.859482543,0
pep277,1.20248168,0.644028303,0.77581207,0.905322052,0.655311635,1.102090553,0.860009663,0.942342279,0.897181926,0.858592912,1.236841839,1.039450553,0.891386535,1.115860519,0.828012257,0.809187936,0.611756107,0.665465394,0.810087764,1.093593424,1.166330873,1.000735404,0.876802332,1.251944091,0.897485999,1.131599071,1.018236449,0.826455858,1.044277417,0.892664765,0.898666249,0.746391395,1.189350265,0.725636778,1.067013009,0.908988937,1.080644453,1.110343298,0.875337154,1.087776635,0.90625454,0.834554315,0.658441326,0.869295127,1.021940499,1.093260071,1.013998583,0.781241448,0.922348969,1.137590419,0.89067816,1.22135668,1.173538511,1.131058498,1.174664704,1.158177234,1.018672286,0.932706569,1.107883691,0.882022238,1.237754055,0.867210543,1.03622063,1.462868842,1.075682445,1.373201328,1.472970797,1.235321478,1.028073748,1.023340357,0.954802483,0.932938565,1.012668549,1.205871522,0.96158104,0
pep280,0.93454829,0.888739951,0.886916343,0.871050363,0.892363713,1.211907987,0.906423675,0.924351329,1.029544802,0.869461303,1.012087416,1.135762075,1.002778218,1.026159105,0.921132162,0.925661278,0.642025085,0.934910667,1.052345184,1.180021227,0.9952809,0.865678048,1.014814033,0.900517764,0.905413947,1.132958057,1.13890736,0.90278584,1.043451135,0.787612363,0.670179019,0.840219068,1.034805707,1.082849286,0.818185656,0.982396022,0.919151406,1.115142986,1.073139011,1.011706276,0.983220457,0.98934098,0.979575586,0.729382377,0.941129699,0.961483749,1.059224468,0.887211873,1.071917017,0.971876558,0.921449974,1.0198873,0.999156801,0.892722571,1.141171918,1.210922887,1.032278455,1.284993052,1.062125823,0.86721199,0.967992448,0.934758211,1.004346169,1.106098827,0.917174169,0.799013727,0.609882668,0.743917298,1.115173477,1.024954703,0.898058531,0.908308266,0.966630898,1.053614087,1.070011317,1
pep281,1.190232597,0.483084328,0.785508352,1.025290066,0.842979741,0.780409732,0.81342696,0.940582459,0.958105746,0.962427886,1.079366337,0.986705755,0.966067635,0.995369843,0.983637471,0.877610344,0.769488504,0.820228091,0.772735061,1.026389418,1.244546567,0.978546774,0.792656125,1.195590704,1.03787815,1.123191887,1.22348059,0.865787845,0.953838078,0.852444079,0.465936406,0.615934673,0.875897929,0.970808718,1.136067189,1.084892813,0.82384308,1.099342864,1.082337561,0.953374567,0.92977909,0.884574892,0.800129743,0.753109138,1.122270807,1.053120528,1.087141039,0.772518162,0.844489123,1.049852182,0.977620743,1.26133398,1.16729475,1.315529101,1.236643111,1.065124271,0.978223902,1.059013455,1.042741053,0.920488073,1.169919331,0.748968243,0.931763867,1.276526838,0.955989244,1.057775445,0.729812763,0.9115952,1.194362598,1.179664945,1.012573228,0.881773028,0.903086606,0.917213784,0.901133522,0
pep278,1.028503016,0.580247374,0.65963511,1.043241116,0.841710865,0.823807747,0.884524842,0.900873518,0.95868586,0.802558959,1.090180537,1.029931918,1.226181357,1.028472397,1.211637179,1.244603982,1.01616343,1.320519487,0.552396038,0.955776003,0.957211029,0.806969162,0.852403132,0.659452414,0.897261459,0.701812205,1.050365212,0.979380438,1.155185357,0.757231136,0.972939154,0.663964682,0.897663593,0.829980603,0.849016635,1.148010229,0.865150976,1.345708983,0.979792779,0.936388869,0.829102849,0.774660674,0.67903245,0.884578936,0.967910441,0.831125765,0.89981511,0.906110443,0.74834745,0.842682518,0.86536225,1.16449363,0.930818194,1.005179258,1.119636324,0.894764964,0.827706608,0.849495317,0.984103979,0.747105326,0.827363671,0.718361948,0.975789813,1.078198175,0.906655467,0.968351359,0.83192595,0.993236702,0.850934425,0.849195248,1.037362207,1.010419245,0.871089083,1.127852509,1.45731641,1
